lafz	aeraab	qism	maani_en
كتيبة		noun	inscription
نقش		noun	role; part
رواج		noun	prevalence, popularity
شعاع		noun	ray, beam (of light)
کوله		noun	backpack
کاو		adj	concave, hollow.
کوژ		adj	convex
گوژ		adj	convex.
گوژپشت		noun	humpback, hunchback
دلال		noun	somebody who procures business agreements: auctioneer, broker, pimp, etc.
تورقوزآباد		noun	nowhere
هیچ‌جا		noun	nowhere
مداح		noun	panegyrist, eulogist
وشق		noun	lynx
کارواش		noun	car wash
مردم‌شناس		noun	anthropologist
مرموز		adj	cryptic, mysterious
سرخس		noun	fern
رواق		noun	portico
تفنن		noun	hobby
کشک		noun	Kashk, a range of dairy products made from dried drained yogurt or dried sour milk.
هم‌پالکی		noun	People who travel together in a wagon, travelling companions.
مازنی		noun	Mazanderani person
مغاره		noun	cave, cavern
سنخ		noun	type, class
پارتی بازی		noun	cronyism; influence or opportunities gained by making connections rather than by merit
طمطراق		noun	fanfare, splendour.
شب چله		noun	The night of the forty[-day period].
چله تابستان		noun	midsummer
چله زمستان		noun	midwinter
شب چله زمستان		noun	The night of midwinter.
زنار		noun	belt or thread worn by non-Muslims:
شاه‌بلوط		noun	chestnut
وفنوک		noun	club (?), mace (?)
هیون		noun	a beast, any large land animal
ادرم		noun	saddlecloth
محاربه	مُحارِبِه	noun	battle, fight, action, combat
رخم	رَخَم	noun	gentleness, lovingkindness, affection
خرجین		noun	saddlebag
شکلاتی		noun	The colour/color chocolate.
دونات		noun	doughnut/donut
شکلات داغ		noun	hot chocolate
هات چاکلت		noun	hot chocolate
رسوب		noun	sediment
رسوخ		noun	being firmly anchored, being entrenched
ادب فارسی		noun	Persian literature
ویلان		adj	vagrant
گوالیدن		verb	to grow
پروردن		verb	to foster, to nurture
کرپا		noun	harvest, crop
انیسون		noun	anise
بادیان رومی		noun	anise
رازیانه		noun	fennel
پدواز		noun	perch
گرچ		noun	lime; plaster; mortar
گیج		adj	dizzy
تارمی		noun	hall; Panjdari
کازود		noun	scissors
ساج		noun	teak tree and wood (Tectona gen. et spp.)
شبرم		noun	spurge
شتا		noun	winter
خیری		noun	wallflower
نسترن		noun	dog rose
کلیز		noun	bee
تشویش		noun	disquiet, uneasiness
کولخاس		noun	holly
مطب		noun	doctor's office, clinic
چموش		adj	restive
فرم		noun	shape, form
انکاس		noun	squid
انک کردن		verb	to abase, abash
کنفت		adj	embarrassed
خاتوله		noun	evilness, treachery
خنور		noun	vessel, container, crock, jar
غرنبه		noun	grumble, rumble
باسترک		noun	common rock thrush
هیوند		noun	abstinent
ودیعه		noun	deposit, endowment
خوش‌نمک		adj	slightly salty, especially when it makes the food tasty
شلتاق		noun	a dispute under false pretenses; quarrel; litigation
پلارک		noun	scimitar
کویستن		verb	to beat, pound
نهره		noun	churn
کلته		adj	stunted, lame
بگنی		noun	beer
پید		adj	scattered, dispersed
سامه		noun	asylum
مجدانی		adj	glorious, noble, Majesty, Lord
قبراق		adj	vigorous
فرچی		noun	cloak
چندش		noun	shudder
یمان		noun	bane, curse
آذوقه		noun	provision
چنته		noun	sack
ریستن		verb	to fall down, collapse
دواج		noun	stuffed bed-quilt, sheet, coverlet; or any nappy underlay or covering
دفنوک		noun	ornamental covering of a saddle; saddlecloth
سالوک		noun	poor, indigent
هات		noun	hot, sexy
انر		adj	horrible
انیر		noun	non-Aryan, non-Iranian
استینه		noun	egg (?) or perhaps a food made with eggs
چجور		adv	how
آفند		noun	fight
یغر		adj	bulky
جخش		noun	goitre
بروشک		noun	bog, marsh
رخنه		noun	crack, crevice
بابلی		adj	Babylonian
یازیدن		verb	to attain, to reach or come to
همیان		noun	money belt
تخلخل		noun	porosity
قنداق		noun	cloths wrapped around an infant, “baby roll”, swaddling-clothes
فلنج		noun	crossbar, bolt
اگیر		noun	sweet flag, Acorus calamus
هوار		noun	shout, yell
پرت		adj	thrown to the ground
راتینه		noun	resin
اگرا		noun	noodle
اریب		adj	oblique
جریب		noun	jerib (unit of surface area)
کاله‌جوش		noun	keledoş
راسن		noun	elecampane (Inula helenium)
الپر		adj	shrewd; naughty
الیف		noun	piece, slice, segment
بادرم		noun	babble, chatter
غرمج		noun	a kind of stew
هپل هپو		noun	plunder
بادبیزن		noun	fan (hand-held device)
ارغه		adj	shrewd, cunning
زودپز		noun	pressure cooker
خوا		noun	taste, flavor
گشفتن		verb	to disperse
ارود کردن		verb	to pluck (remove feathers)
شید کردن		verb	to tease; tousle; scatter
شیهه		noun	neigh
دول دادن		verb	to put off, temporize, delay
باریم		noun	barium
سورپرایز		noun	surprise
خدنگ		noun	mongoose
خیش		noun	plough; ploughshare
جبه		noun	robe, tunica, coat, gown, jubbah
ویم		noun	flagstone; cobblestone
کالوج		noun	messenger pigeon, homing pigeon
جابیز		noun	pimp
کوپل		noun	feverfew (Tanacetum), chrysanthemum, camomile vel sim.
گیدی		noun	screw pine, Pandanus
هوبره		noun	bustard
تاور		noun	happening, occurrence, event, circumstance, incident
چاوش		noun	the head of a caravan who loudly sang poems in medieval Persia
کپر		noun	shed, shack, hovel
قرموت		noun	fodder (for horses)
استحمار		noun	act like a donkey; act stupidly or naively.
مدام		adj	unending, ceaseless, perpetual; (adverbially) ceaselessly, forever
هدر		noun	wasted effort; work without results
نانوشته		adj	unwritten
مکار		adj	sly
حیله‌گر		adj	sly
ترفندباز		noun	trickster
آبزی		adj	marine
شاه‌ماهی		noun	herring
ماهی آزاد		noun	salmon
طومار		noun	scroll
پاس گل		noun	assist
ترانزیستور		noun	transistor
منتظر	مُنتَظِر	adj	waiting (for), expecting
بایگانی		noun	archives
نماهنگ		noun	music video
همایش		noun	conference
همزه		noun	hamza (Arabic sign representing the glottal stop)
فرنچ پرس		noun	cafetière, French press (US)
والیبال ساحلی		noun	beach volleyball
والیبال		noun	volleyball
سنگ کلیه		noun	kidney stone, renal calculus
زفاف		noun	wedding, marriage feast
کاسنی		noun	chicory (any Cichorium plant and especially Cichorium intybus)
سیرک	سیرْک	noun	circus
فیزیک نظری		noun	theoretical physics
برهم‌نهی		noun	superposition
دیود		noun	diode
اسمز		noun	osmosis
هوش مصنوعی		noun	artificial intelligence
جوشکار		noun	welder
جوشکاری		noun	welding
سلول خورشیدی		noun	solar cell
پروسکایت		noun	perovskite
شالیزار		noun	paddy field, rice paddy, paddy
مخلوق		noun	creature, creation (something created)
اپلای کردن		verb	to apply to study abroad
امپدانس		noun	impedance
کشتی آزاد		noun	freestyle wrestling
فینالیست		noun	finalist
سقا		noun	water carrier
توالت فرنگی		noun	Western-style toilet
توالت ایرانی		noun	squat toilet
اربد		noun	serpent
تربد		noun	turpeth
همجنسگراهراس		adj	homophobic
پالودن		verb	to cleanse, purify, filter, refine
سنباده		noun	sandpaper
پنگان		noun	cup; bowl
حرز		noun	amulet, talisman
بیگاری		noun	forced labor
غبغب		noun	double chin
ابیز		noun	spark
کفاش		noun	shoemaker; cobbler
بیسراک		noun	a camel's colt two years old
کفچه		noun	skimmer (sieve-like, slotted spoon)
جلاد		noun	executioner, headsman
بربری		adj	Berber
پوکی		noun	the state of being hollow, hollowness
بدنه		noun	main body; largest and most important part
بدست		noun	span (measure)
کابین		noun	cabinet, cubicle; portable enclosed room
سورنجان		noun	meadow-saffron, hermodactyl (Colchicum spp.)
مسلما		adv	certainly; definitely
کنگره		noun	merlon, battlement
بدحجاب		adj	badly veiled; wearing a form of Islamic dress which is considered (by the speaker or some authority) not to be modest en
تکثر		noun	numerosity
کلمات		noun	broken plural of کلمه (kalima /kaleme)
مکر		noun	trick, ruse
تیمار		noun	care; nurture; provision
خود نوشتن		verb	to write about oneself
سرکرده		noun	leader, chief, head
ستایش		noun	praise
آذرگون		noun	marigold (Calendula officinalis)
زرنباد		noun	zerumbet (Zingiber zerumbet)
جدوار		noun	zedoary (Curcuma zedoaria)
ژدوار		noun	zedoary (Curcuma zedoaria)
سیلو		noun	silo (vertical building for storing grain)
جلاب		noun	julep, jallab
البا		noun	layer
چپت		noun	a traditional leather shoe made in Khorasan
ذوب		noun	melting
حاشا		particle	God forbid, heaven forbid, far be it...
وروجک		adj	unruly
تخس		adj	mischievous
نیستی		noun	non-existence
خونیرث		noun	Xwanirah, the central and largest of the continents in Zoroastrianism and Old Iranian Mythology, believed to be the regi
منجنیق		noun	catapult
سالار		noun	leader
خویش		pron	oneself
پارسال		noun	last year
سال پیش		noun	last year
سال گذشته		noun	last year
یاسمن		noun	jasmine flower
سکوره		noun	earthen dish, saucer
دپارتمان		noun	department
استوانه		noun	cylinder
ملکه همسر		noun	queen consort (wife of a reigning king)
ملکه حاکم		noun	queen regnant (a female monarch who reigns in her own right)
مرگ بر		intj	down with, death to
مشروب		noun	alcoholic beverage
مغاک		noun	hole
دنبال آمدن		verb	to come after, come for, come get
دینار		noun	dinar
پاداش		noun	reward
مارمولک	مارْمولَک	noun	lizard
درنگ		noun	delay
متغیر		adj	variable (able to vary)
کمدی		noun	comedy
دماسنج	دَماسَنْج	noun	thermometer
دما		noun	temperature
حرارتی		adj	thermal
گرمایی		adj	thermal
مازو		noun	gall nut, oak apple, oak gall, gall apple, Aleppo gall
معرفت‌شناسی		noun	epistemology
شوکران	شَوْكَرَان	noun	hemlock (Conium gen. et spp., particularly Conium maculatum)
اوستاد		noun	earlier form of استاد (ustād /ostâd)
عرضحال		noun	petition
بی گدار به آب زدن		verb	to be rash, to not look before you leap
زقوم		noun	Zaqqum (tree growing in Hell)
متخلف		noun	offender, violator, delinquent
دق		noun	extreme grief
مسرور		adj	glad, cheerful, happy
همیاری		noun	aid, bailout
درمورد		prep	about, concerning, regarding
عوض		noun	substitute
به هم خوردن		verb	to be cancelled, to be called off
تصادف کردن		verb	to have an accident
رل		noun	steering wheel
زیر گرفتن		verb	to run over
سر خوردن		verb	to get into an accident
غش کردن		verb	to faint, swoon
کبود شدن		verb	to get bruised
گلگیر		noun	fender, mudguard
له شدن		verb	to get smashed, to get squashed
لیز		adj	slippery
لیز خوردن		verb	to slide, slip
پیش آمدن		verb	to come forward
خوش گذشتن		verb	to pass pleasantly (said of time)
وارد شدن		verb	to enter; to come in, to go in
پا شدن		verb	to get up
نزدیک شدن		verb	to approach
گول زدن		verb	to deceive, to dupe, to fool, to trick
اذیت کردن		verb	to annoy; to bother
ژکیدن		verb	to grumble
پدید شدن		verb	to appear, come into view
ناپدید	ناپَدید	adj	invisible, hidden
ناپدید شدن		verb	to disappear, vanish
تعمیر کردن		verb	to repair, to fix
سحرخیز		noun	early riser
بلندگو		noun	loudspeaker, megaphone
امضا کننده		noun	signatory
خوانا		adj	legible, readable
دارا		adj	possessing; having; possessed of; with the quality of
بینا		adj	sighted, capable of seeing
بچگانه		adj	childish
ادامه دادن	اِدامه دادَن	verb	to continue, keep on doing
در طول		prep	during, across, throughout (time)
نیمکت		noun	bench
کتک زدن	کُتَک زَدَن	verb	to beat up, to thrash
تفنگچه		noun	handgun
حوری		noun	nymph, houri
غاسول		noun	soapwort (Saponaria) gen. et spp.)
شعبه		noun	branch, section, division
قلاووز		noun	protector of an army
بوش		noun	being, dasein, existence
زنبورک		noun	little wasp
مازریون		noun	mezereon, spurge-olive (Daphne mezereum)
مردار سنگ		noun	litharge, lead monoxide
دفاع کردن	دِفاع کَردَن	verb	to defend
زراوند		noun	birthwort (Aristolochia gen. et spp.)
دارفلفل		noun	long pepper
خویشتنداری		noun	abstinence, continence, restraint
ابراز		noun	declaration, expression
مضحک		adj	provoking laughter, funny
جرثقیل		noun	crane (mechanical lifting machine)
کله		noun	head
زورا	زوراً	adv	forcefully, forcibly, by force
ناچار		adj	without other choice, constrained
نبش		noun	street corner
ایلخان		noun	ilkhan
روان‌شناس		noun	psychologist
مشارکت		noun	participation, partnership
واقعا		adv	really; actually
طالع	طالِع	noun	horoscope; omen; star of fortune (in astrology)
بغض		noun	lump in one's throat
الا		conj	except, save
کمک‌های		noun	aid
خودکشی از ترس مرگ		noun	a hazardous and foredoomed course of action taken by someone who finds themselves in a slowly but continuously deteriora
فراکسیون		noun	parliamentary group
شهله		noun	fatty meat
مسدود		adj	closed, blocked, obstructed
اصفهانی		adj	Isfahani
دهلیز		noun	vestibule, portico
دیبا		noun	brocade
چاره		noun	remedy, help
رعب		noun	terror, horror
